date,medicine_name,category,past_7_day_sales,past_30_day_avg_sales,current_stock,days_to_expiry,price_per_unit,daily_sales_real,next_7_day_demand,month,live_temp,live_humidity,is_rainy,fever_trend,allergy_trend
2019-09-18,Aspirin,N02BA,21.950000000000003,2.898333333333333,64,144,86,7.0,21.400000000000002,9,26.92,83,0,56,0
2019-09-19,Aspirin,N02BA,25.950000000000003,2.998333333333333,19,195,211,3.0,20.4,9,26.92,83,0,56,0
2019-09-20,Aspirin,N02BA,26.950000000000003,3.0316666666666663,16,159,145,2.0,22.4,9,26.92,83,0,56,0
2019-09-21,Aspirin,N02BA,26.950000000000003,3.098333333333333,5,147,200,1.0,25.499999999999996,9,26.92,83,0,56,0
2019-09-22,Aspirin,N02BA,24.5,3.0649999999999995,10,170,143,1.9,26.599999999999998,9,26.92,83,0,56,0
2019-09-23,Aspirin,N02BA,24.4,2.993333333333333,12,129,118,3.3,25.4,9,26.92,83,0,56,0
2019-09-24,Aspirin,N02BA,24.7,3.003333333333333,68,356,245,6.0,19.499999999999996,9,26.92,83,0,56,0
2019-09-25,Aspirin,N02BA,24.200000000000003,3.1366666666666663,36,36,187,4.2,18.099999999999998,9,26.92,83,0,56,0
2019-09-26,Aspirin,N02BA,21.400000000000002,3.1766666666666667,14,179,15,2.0,20.099999999999998,9,26.92,83,0,56,0
2019-09-27,Aspirin,N02BA,20.4,3.143333333333333,28,335,350,4.0,18.349999999999998,9,26.92,83,0,56,0
2019-09-28,Aspirin,N02BA,22.4,3.11,33,164,65,4.1,20.25,9,26.92,83,0,56,0
2019-09-29,Aspirin,N02BA,25.499999999999996,3.0799999999999996,16,373,103,3.0,19.25,9,26.92,83,0,56,0
2019-09-30,Aspirin,N02BA,26.599999999999998,3.113333333333333,15,324,141,2.1,20.15,9,26.92,83,0,56,0
2019-10-01,Aspirin,N02BA,25.4,3.1166666666666667,0,159,177,0.1,20.55,10,26.92,83,0,56,0
2019-10-02,Aspirin,N02BA,19.499999999999996,2.953333333333333,11,73,220,2.8,17.75,10,26.92,83,0,56,0
2019-10-03,Aspirin,N02BA,18.099999999999998,2.963333333333333,19,270,151,4.0,13.75,10,26.92,83,0,56,0
2019-10-04,Aspirin,N02BA,20.099999999999998,2.9933333333333327,7,172,137,2.25,11.5,10,26.92,83,0,56,0
2019-10-05,Aspirin,N02BA,18.349999999999998,2.9966666666666666,37,252,246,6.0,5.499999999999999,10,26.92,83,0,56,0
2019-10-06,Aspirin,N02BA,20.25,3.13,9,50,263,2.0,3.499999999999999,10,26.92,83,0,56,0
2019-10-07,Aspirin,N02BA,19.25,3.163333333333333,11,259,320,3.0,0.5,10,26.92,83,0,56,0
2014-01-03,Asthalin,R03,0.0,0.0,98,355,39,20.0,3.0,1,26.92,83,0,56,0
2014-01-04,Asthalin,R03,20.0,10.0,46,299,223,9.0,4.0,1,26.92,83,0,56,0
2014-01-05,Asthalin,R03,29.0,9.666666666666666,19,263,243,3.0,5.0,1,26.92,83,0,56,0
2014-01-06,Asthalin,R03,32.0,8.0,41,245,113,6.0,12.0,1,26.92,83,0,56,0
2014-01-07,Asthalin,R03,38.0,7.6,1,397,349,0.0,12.0,1,26.92,83,0,56,0
2014-01-08,Asthalin,R03,38.0,6.333333333333333,71,336,325,10.0,15.0,1,26.92,83,0,56,0
2014-01-09,Asthalin,R03,48.0,6.857142857142857,30,178,94,3.0,17.0,1,26.92,83,0,56,0
2014-01-10,Asthalin,R03,51.0,6.375,0,359,229,0.0,23.0,1,26.92,83,0,56,0
2014-01-11,Asthalin,R03,31.0,5.666666666666667,8,27,162,1.0,29.0,1,26.92,83,0,56,0
2014-01-12,Asthalin,R03,23.0,5.2,5,103,86,1.0,29.0,1,26.92,83,0,56,0
2014-01-13,Asthalin,R03,21.0,4.818181818181818,48,196,263,7.0,34.0,1,26.92,83,0,56,0
2014-01-14,Asthalin,R03,22.0,5.0,1,113,335,0.0,34.0,1,26.92,83,0,56,0
2014-01-15,Asthalin,R03,22.0,4.615384615384615,17,198,168,3.0,36.0,1,26.92,83,0,56,0
2014-01-16,Asthalin,R03,15.0,4.5,45,36,173,5.0,32.0,1,26.92,83,0,56,0
2014-01-17,Asthalin,R03,17.0,4.533333333333333,22,276,290,6.0,26.0,1,26.92,83,0,56,0
2014-01-18,Asthalin,R03,23.0,4.625,37,20,263,7.0,24.0,1,26.92,83,0,56,0
2014-01-19,Asthalin,R03,29.0,4.764705882352941,7,214,112,1.0,23.0,1,26.92,83,0,56,0
2014-01-20,Asthalin,R03,29.0,4.555555555555555,97,39,84,12.0,12.0,1,26.92,83,0,56,0
2014-01-21,Asthalin,R03,34.0,4.947368421052632,0,193,190,0.0,13.0,1,26.92,83,0,56,0
2014-01-22,Asthalin,R03,34.0,4.7,27,359,328,5.0,9.0,1,26.92,83,0,56,0
2014-01-23,Asthalin,R03,36.0,4.714285714285714,9,336,220,1.0,11.0,1,26.92,83,0,56,0
2014-01-24,Asthalin,R03,32.0,4.545454545454546,0,30,68,0.0,12.0,1,26.92,83,0,56,0
2014-01-25,Asthalin,R03,26.0,4.3478260869565215,37,334,22,5.0,21.0,1,26.92,83,0,56,0
2014-01-26,Asthalin,R03,24.0,4.375,0,387,231,0.0,29.0,1,26.92,83,0,56,0
2014-01-27,Asthalin,R03,23.0,4.2,7,201,321,1.0,29.0,1,26.92,83,0,56,0
2014-01-28,Asthalin,R03,12.0,4.076923076923077,11,367,134,1.0,45.0,1,26.92,83,0,56,0
2014-01-29,Asthalin,R03,13.0,3.962962962962963,3,28,332,1.0,45.0,1,26.92,83,0,56,0
2014-01-30,Asthalin,R03,9.0,3.857142857142857,32,359,45,3.0,47.0,1,26.92,83,0,56,0
2014-01-31,Asthalin,R03,11.0,3.8275862068965516,6,21,78,1.0,46.0,1,26.92,83,0,56,0
2014-02-01,Asthalin,R03,12.0,3.7333333333333334,80,36,276,14.0,33.0,2,26.92,83,0,56,0
2014-02-02,Asthalin,R03,21.0,4.2,28,290,193,8.0,31.0,2,26.92,83,0,56,0
2014-02-03,Asthalin,R03,29.0,3.8,5,197,33,1.0,33.0,2,26.92,83,0,56,0
2014-02-04,Asthalin,R03,29.0,3.533333333333333,81,340,269,17.0,22.0,2,26.92,83,0,56,0
2014-02-05,Asthalin,R03,45.0,4.0,8,104,233,1.0,26.0,2,26.92,83,0,56,0
2014-02-06,Asthalin,R03,45.0,3.8333333333333335,28,316,272,5.0,21.0,2,26.92,83,0,56,0
2014-02-07,Asthalin,R03,47.0,4.0,0,328,60,0.0,21.0,2,26.92,83,0,56,0
2014-02-08,Asthalin,R03,46.0,3.6666666666666665,6,367,327,1.0,21.0,2,26.92,83,0,56,0
2014-02-09,Asthalin,R03,33.0,3.6,21,240,248,6.0,18.0,2,26.92,83,0,56,0
2014-02-10,Asthalin,R03,31.0,3.8,18,132,141,3.0,22.0,2,26.92,83,0,56,0
2014-02-11,Asthalin,R03,33.0,3.8666666666666667,57,183,320,6.0,29.0,2,26.92,83,0,56,0
2014-02-12,Asthalin,R03,22.0,4.033333333333333,21,334,25,5.0,30.0,2,26.92,83,0,56,0
2014-02-13,Asthalin,R03,26.0,3.966666666666667,0,214,110,0.0,38.0,2,26.92,83,0,56,0
2014-02-14,Asthalin,R03,21.0,3.966666666666667,1,282,60,0.0,38.0,2,26.92,83,0,56,0
2014-02-15,Asthalin,R03,21.0,3.8666666666666667,9,343,280,1.0,38.0,2,26.92,83,0,56,0
2014-02-16,Asthalin,R03,21.0,3.7333333333333334,21,134,18,3.0,35.0,2,26.92,83,0,56,0
2014-02-17,Asthalin,R03,18.0,3.6333333333333333,73,150,303,7.0,28.0,2,26.92,83,0,56,0
2014-02-18,Asthalin,R03,22.0,3.6333333333333333,49,13,165,13.0,15.0,2,26.92,83,0,56,0
2014-02-19,Asthalin,R03,29.0,4.033333333333333,48,345,259,6.0,21.0,2,26.92,83,0,56,0
2014-02-20,Asthalin,R03,30.0,3.8333333333333335,49,190,132,8.0,15.0,2,26.92,83,0,56,0
2014-02-21,Asthalin,R03,38.0,4.1,1,336,27,0.0,17.0,2,26.92,83,0,56,0
2014-02-22,Asthalin,R03,38.0,3.933333333333333,3,334,73,1.0,16.0,2,26.92,83,0,56,0
2014-02-23,Asthalin,R03,38.0,3.933333333333333,0,355,142,0.0,16.0,2,26.92,83,0,56,0
2014-02-24,Asthalin,R03,35.0,3.933333333333333,1,218,244,0.0,16.0,2,26.92,83,0,56,0
2014-02-25,Asthalin,R03,28.0,3.7666666666666666,0,180,206,0.0,21.0,2,26.92,83,0,56,0
2014-02-26,Asthalin,R03,15.0,3.7666666666666666,111,30,179,12.0,10.0,2,26.92,83,0,56,0
2014-02-27,Asthalin,R03,21.0,4.133333333333334,12,117,111,2.0,13.0,2,26.92,83,0,56,0
2014-02-28,Asthalin,R03,15.0,4.166666666666667,12,371,205,2.0,11.0,2,26.92,83,0,56,0
2014-03-01,Asthalin,R03,17.0,4.2,1,271,198,0.0,11.0,3,26.92,83,0,56,0
2014-03-02,Asthalin,R03,16.0,4.1,0,124,236,0.0,16.0,3,26.92,83,0,56,0
2014-03-03,Asthalin,R03,16.0,4.066666666666666,0,334,328,0.0,16.0,3,26.92,83,0,56,0
2014-03-04,Asthalin,R03,16.0,3.6,42,215,66,5.0,12.0,3,26.92,83,0,56,0
2014-03-05,Asthalin,R03,21.0,3.5,3,167,48,1.0,13.0,3,26.92,83,0,56,0
2014-03-06,Asthalin,R03,10.0,3.5,32,104,41,5.0,34.0,3,26.92,83,0,56,0
2014-03-07,Asthalin,R03,13.0,3.1,0,101,325,0.0,35.0,3,26.92,83,0,56,0
2014-03-08,Asthalin,R03,11.0,3.066666666666667,0,293,157,0.0,41.0,3,26.92,83,0,56,0
2014-03-09,Asthalin,R03,11.0,2.9,48,208,129,5.0,36.0,3,26.92,83,0,56,0
2014-03-10,Asthalin,R03,16.0,3.066666666666667,1,141,210,0.0,36.0,3,26.92,83,0,56,0
2014-03-11,Asthalin,R03,16.0,3.033333333333333,4,50,311,1.0,35.0,3,26.92,83,0,56,0
2014-03-12,Asthalin,R03,12.0,2.8666666666666667,8,215,344,2.0,33.0,3,26.92,83,0,56,0
2014-03-13,Asthalin,R03,13.0,2.8333333333333335,101,373,193,26.0,14.0,3,26.92,83,0,56,0
2014-03-14,Asthalin,R03,34.0,3.5,7,198,218,1.0,15.0,3,26.92,83,0,56,0
2014-03-15,Asthalin,R03,35.0,3.3666666666666667,31,50,131,6.0,27.0,3,26.92,83,0,56,0
2014-03-16,Asthalin,R03,41.0,3.566666666666667,1,325,229,0.0,27.0,3,26.92,83,0,56,0
2014-03-17,Asthalin,R03,36.0,3.566666666666667,0,365,101,0.0,33.0,3,26.92,83,0,56,0
2014-03-18,Asthalin,R03,36.0,3.533333333333333,0,105,339,0.0,34.0,3,26.92,83,0,56,0
2014-03-19,Asthalin,R03,35.0,3.433333333333333,1,361,253,0.0,37.0,3,26.92,83,0,56,0
2014-03-20,Asthalin,R03,33.0,3.2,23,65,218,7.0,31.0,3,26.92,83,0,56,0
2014-03-21,Asthalin,R03,14.0,3.0,8,74,92,2.0,38.0,3,26.92,83,0,56,0
2014-03-22,Asthalin,R03,15.0,2.8666666666666667,167,245,71,18.0,29.0,3,26.92,83,0,56,0
2014-03-23,Asthalin,R03,27.0,3.2,0,266,102,0.0,29.0,3,26.92,83,0,56,0
2014-03-24,Asthalin,R03,27.0,3.2,60,347,133,6.0,27.0,3,26.92,83,0,56,0
2014-03-25,Asthalin,R03,33.0,3.3666666666666667,8,145,234,1.0,29.0,3,26.92,83,0,56,0
2014-03-26,Asthalin,R03,34.0,3.4,13,118,32,3.0,33.0,3,26.92,83,0,56,0
2014-03-27,Asthalin,R03,37.0,3.5,7,194,143,1.0,32.0,3,26.92,83,0,56,0
2014-03-28,Asthalin,R03,31.0,3.533333333333333,88,114,192,9.0,31.0,3,26.92,83,0,56,0
2014-03-29,Asthalin,R03,38.0,3.433333333333333,100,190,65,9.0,27.0,3,26.92,83,0,56,0
2014-03-30,Asthalin,R03,29.0,3.6666666666666665,1,225,235,0.0,27.0,3,26.92,83,0,56,0
2014-03-31,Asthalin,R03,29.0,3.6,32,330,312,4.0,23.0,3,26.92,83,0,56,0
2014-04-01,Asthalin,R03,27.0,3.7333333333333334,31,29,129,3.0,20.0,4,26.92,83,0,56,0
2014-04-02,Asthalin,R03,29.0,3.8333333333333335,37,39,189,7.0,15.0,4,26.92,83,0,56,0
2014-04-03,Asthalin,R03,33.0,4.066666666666666,1,367,181,0.0,19.0,4,26.92,83,0,56,0
2014-04-04,Asthalin,R03,32.0,3.9,76,56,18,8.0,11.0,4,26.92,83,0,56,0
2014-04-05,Asthalin,R03,31.0,4.133333333333334,29,310,328,5.0,17.0,4,26.92,83,0,56,0
2014-04-06,Asthalin,R03,27.0,4.133333333333334,1,323,248,0.0,22.0,4,26.92,83,0,56,0
2014-04-07,Asthalin,R03,27.0,4.133333333333334,0,76,240,0.0,27.0,4,26.92,83,0,56,0
2014-04-08,Asthalin,R03,23.0,4.133333333333334,1,359,256,0.0,37.0,4,26.92,83,0,56,0
2014-04-09,Asthalin,R03,20.0,3.966666666666667,11,33,129,2.0,41.0,4,26.92,83,0,56,0
2014-04-10,Asthalin,R03,15.0,4.033333333333333,33,275,223,4.0,37.0,4,26.92,83,0,56,0
2014-04-11,Asthalin,R03,19.0,4.133333333333334,1,15,238,0.0,37.0,4,26.92,83,0,56,0
2014-04-12,Asthalin,R03,11.0,4.066666666666666,83,68,309,11.0,29.0,4,26.92,83,0,56,0
2014-04-13,Asthalin,R03,17.0,3.566666666666667,51,152,99,5.0,24.0,4,26.92,83,0,56,0
2014-04-14,Asthalin,R03,22.0,3.7,42,121,291,5.0,19.0,4,26.92,83,0,56,0
2014-04-15,Asthalin,R03,27.0,3.6666666666666665,62,80,263,10.0,9.0,4,26.92,83,0,56,0
2014-04-16,Asthalin,R03,37.0,4.0,29,308,189,6.0,5.0,4,26.92,83,0,56,0
2014-04-17,Asthalin,R03,41.0,4.2,0,183,95,0.0,11.0,4,26.92,83,0,56,0
2014-04-18,Asthalin,R03,37.0,4.2,1,117,221,0.0,12.0,4,26.92,83,0,56,0
2014-04-19,Asthalin,R03,37.0,4.2,27,70,64,3.0,15.0,4,26.92,83,0,56,0
2014-04-20,Asthalin,R03,29.0,4.066666666666666,1,63,203,0.0,16.0,4,26.92,83,0,56,0
2014-04-21,Asthalin,R03,24.0,4.0,1,230,343,0.0,16.0,4,26.92,83,0,56,0
2014-04-22,Asthalin,R03,19.0,3.4,0,284,313,0.0,21.0,4,26.92,83,0,56,0
2014-04-23,Asthalin,R03,9.0,3.4,18,395,103,2.0,26.0,4,26.92,83,0,56,0
2014-04-24,Asthalin,R03,5.0,3.2666666666666666,37,149,323,6.0,20.0,4,26.92,83,0,56,0
2014-04-25,Asthalin,R03,11.0,3.433333333333333,5,67,47,1.0,31.0,4,26.92,83,0,56,0
2014-04-26,Asthalin,R03,12.0,3.3666666666666667,32,355,62,6.0,25.0,4,26.92,83,0,56,0
2014-04-27,Asthalin,R03,15.0,3.533333333333333,8,191,217,1.0,24.0,4,26.92,83,0,56,0
2014-04-28,Asthalin,R03,16.0,3.2666666666666666,0,309,264,0.0,27.0,4,26.92,83,0,56,0
2014-04-29,Asthalin,R03,16.0,2.966666666666667,41,380,236,5.0,28.0,4,26.92,83,0,56,0
2014-04-30,Asthalin,R03,21.0,3.1333333333333333,32,355,315,7.0,24.0,4,26.92,83,0,56,0
2014-05-01,Asthalin,R03,26.0,3.2333333333333334,1,136,212,0.0,24.0,5,26.92,83,0,56,0
2014-05-02,Asthalin,R03,20.0,3.1333333333333333,112,114,308,12.0,13.0,5,26.92,83,0,56,0
2014-05-03,Asthalin,R03,31.0,3.3,1,93,48,0.0,14.0,5,26.92,83,0,56,0
2014-05-04,Asthalin,R03,25.0,3.3,0,257,104,0.0,15.0,5,26.92,83,0,56,0
2014-05-05,Asthalin,R03,24.0,3.033333333333333,19,188,303,3.0,17.0,5,26.92,83,0,56,0
2014-05-06,Asthalin,R03,27.0,2.966666666666667,31,61,35,6.0,36.0,5,26.92,83,0,56,0
2014-05-07,Asthalin,R03,28.0,3.1666666666666665,28,242,322,3.0,33.0,5,26.92,83,0,56,0
2014-05-08,Asthalin,R03,24.0,3.2666666666666666,1,121,324,0.0,34.0,5,26.92,83,0,56,0
2014-05-09,Asthalin,R03,24.0,3.2666666666666666,2,188,277,1.0,44.0,5,26.92,83,0,56,0
2014-05-10,Asthalin,R03,13.0,3.2333333333333334,4,233,170,1.0,43.0,5,26.92,83,0,56,0
2014-05-11,Asthalin,R03,14.0,3.1333333333333333,5,64,172,1.0,42.0,5,26.92,83,0,56,0
2014-05-12,Asthalin,R03,15.0,3.1666666666666665,56,234,237,5.0,40.0,5,26.92,83,0,56,0
2014-05-13,Asthalin,R03,17.0,2.966666666666667,241,125,78,25.0,15.0,5,26.92,83,0,56,0
2014-05-14,Asthalin,R03,36.0,3.6333333333333333,1,187,302,0.0,15.0,5,26.92,83,0,56,0
2014-05-15,Asthalin,R03,33.0,3.466666666666667,7,301,310,1.0,16.0,5,26.92,83,0,56,0
2014-05-16,Asthalin,R03,34.0,3.1666666666666665,89,369,85,11.0,15.0,5,26.92,83,0,56,0
2014-05-17,Asthalin,R03,44.0,3.3333333333333335,1,398,319,0.0,15.0,5,26.92,83,0,56,0
2014-05-18,Asthalin,R03,43.0,3.3333333333333335,1,239,297,0.0,20.0,5,26.92,83,0,56,0
2014-05-19,Asthalin,R03,42.0,3.3333333333333335,21,301,19,3.0,17.0,5,26.92,83,0,56,0
2014-05-20,Asthalin,R03,40.0,3.3333333333333335,0,356,119,0.0,18.0,5,26.92,83,0,56,0
2014-05-21,Asthalin,R03,15.0,3.3333333333333335,0,196,24,0.0,20.0,5,26.92,83,0,56,0
2014-05-22,Asthalin,R03,15.0,3.3333333333333335,9,146,194,2.0,18.0,5,26.92,83,0,56,0
2014-05-23,Asthalin,R03,16.0,3.4,80,56,121,10.0,8.0,5,26.92,83,0,56,0
2014-05-24,Asthalin,R03,15.0,3.6666666666666665,1,51,272,0.0,23.0,5,26.92,83,0,56,0
2014-05-25,Asthalin,R03,15.0,3.466666666666667,36,24,213,5.0,19.0,5,26.92,83,0,56,0
2014-05-26,Asthalin,R03,20.0,3.6,0,297,130,0.0,19.0,5,26.92,83,0,56,0
2014-05-27,Asthalin,R03,17.0,3.4,4,94,269,1.0,23.0,5,26.92,83,0,56,0
2014-05-28,Asthalin,R03,18.0,3.4,11,225,39,2.0,22.0,5,26.92,83,0,56,0
2014-05-29,Asthalin,R03,20.0,3.466666666666667,0,127,94,0.0,22.0,5,26.92,83,0,56,0
2014-05-30,Asthalin,R03,18.0,3.3,0,43,345,0.0,23.0,5,26.92,83,0,56,0
2014-05-31,Asthalin,R03,8.0,3.066666666666667,164,56,99,15.0,14.0,5,26.92,83,0,56,0
2014-06-01,Asthalin,R03,23.0,3.566666666666667,6,400,349,1.0,19.0,6,26.92,83,0,56,0
2014-06-02,Asthalin,R03,19.0,3.2,0,180,250,0.0,19.0,6,26.92,83,0,56,0
2014-06-03,Asthalin,R03,19.0,3.2,35,121,97,5.0,16.0,6,26.92,83,0,56,0
2014-06-04,Asthalin,R03,23.0,3.3666666666666667,10,268,204,1.0,27.0,6,26.92,83,0,56,0
2014-06-05,Asthalin,R03,22.0,3.3,1,134,337,0.0,29.0,6,26.92,83,0,56,0
2014-06-06,Asthalin,R03,22.0,3.1,4,154,329,1.0,31.0,6,26.92,83,0,56,0
2014-06-07,Asthalin,R03,23.0,3.033333333333333,38,336,335,6.0,26.0,6,26.92,83,0,56,0
2014-06-08,Asthalin,R03,14.0,3.2333333333333334,41,90,94,6.0,20.0,6,26.92,83,0,56,0
2014-06-09,Asthalin,R03,19.0,3.4,0,369,246,0.0,25.0,6,26.92,83,0,56,0
2014-06-10,Asthalin,R03,19.0,3.3666666666666667,9,143,54,2.0,23.0,6,26.92,83,0,56,0
2014-06-11,Asthalin,R03,16.0,3.4,110,256,344,12.0,12.0,6,26.92,83,0,56,0
2014-06-12,Asthalin,R03,27.0,3.6333333333333333,22,302,322,2.0,10.0,6,26.92,83,0,56,0
2014-06-13,Asthalin,R03,29.0,2.8666666666666667,12,75,228,3.0,10.0,6,26.92,83,0,56,0
2014-06-14,Asthalin,R03,31.0,2.966666666666667,3,67,273,1.0,9.0,6,26.92,83,0,56,0
2014-06-15,Asthalin,R03,26.0,2.966666666666667,0,276,240,0.0,11.0,6,26.92,83,0,56,0
2014-06-16,Asthalin,R03,20.0,2.6,28,123,256,5.0,8.0,6,26.92,83,0,56,0
2014-06-17,Asthalin,R03,25.0,2.7666666666666666,1,367,282,0.0,10.0,6,26.92,83,0,56,0
2014-06-18,Asthalin,R03,23.0,2.7666666666666666,3,330,44,1.0,9.0,6,26.92,83,0,56,0
2014-06-19,Asthalin,R03,12.0,2.7,0,149,81,0.0,9.0,6,26.92,83,0,56,0
2014-06-20,Asthalin,R03,10.0,2.7,23,51,184,3.0,7.0,6,26.92,83,0,56,0
2014-06-21,Asthalin,R03,10.0,2.8,0,72,20,0.0,8.0,6,26.92,83,0,56,0
2014-06-22,Asthalin,R03,9.0,2.7333333333333334,15,258,104,2.0,6.0,6,26.92,83,0,56,0
2014-06-23,Asthalin,R03,11.0,2.466666666666667,9,385,266,2.0,4.0,6,26.92,83,0,56,0
2014-06-24,Asthalin,R03,8.0,2.533333333333333,23,340,221,2.0,2.0,6,26.92,83,0,56,0
2014-06-25,Asthalin,R03,10.0,2.433333333333333,1,10,154,0.0,8.0,6,26.92,83,0,56,0
2014-06-26,Asthalin,R03,9.0,2.433333333333333,0,134,75,0.0,8.0,6,26.92,83,0,56,0
2014-06-27,Asthalin,R03,9.0,2.4,4,47,137,1.0,9.0,6,26.92,83,0,56,0
2014-06-28,Asthalin,R03,7.0,2.3666666666666667,4,340,126,1.0,8.0,6,26.92,83,0,56,0
2014-06-29,Asthalin,R03,8.0,2.4,1,293,146,0.0,8.0,6,26.92,83,0,56,0
2014-06-30,Asthalin,R03,6.0,2.4,0,395,339,0.0,8.0,6,26.92,83,0,56,0
2014-07-01,Asthalin,R03,4.0,1.9,1,287,181,0.0,13.0,7,26.92,83,0,56,0
2014-07-02,Asthalin,R03,2.0,1.8666666666666667,34,49,221,6.0,7.0,7,26.92,83,0,56,0
2014-07-03,Asthalin,R03,8.0,2.066666666666667,1,295,116,0.0,12.0,7,26.92,83,0,56,0
2014-07-04,Asthalin,R03,8.0,1.9,6,255,195,2.0,15.0,7,26.92,83,0,56,0
2014-07-05,Asthalin,R03,9.0,1.9333333333333333,1,127,126,0.0,27.0,7,26.92,83,0,56,0
2014-07-06,Asthalin,R03,8.0,1.9333333333333333,0,25,320,0.0,27.0,7,26.92,83,0,56,0
2014-07-07,Asthalin,R03,8.0,1.9,0,178,122,0.0,29.0,7,26.92,83,0,56,0
2014-07-08,Asthalin,R03,8.0,1.7,19,348,254,5.0,24.0,7,26.92,83,0,56,0
2014-07-09,Asthalin,R03,13.0,1.6666666666666667,1,240,120,0.0,28.0,7,26.92,83,0,56,0
2014-07-10,Asthalin,R03,7.0,1.6666666666666667,36,290,284,5.0,23.0,7,26.92,83,0,56,0
2014-07-11,Asthalin,R03,12.0,1.7666666666666666,30,370,210,5.0,18.0,7,26.92,83,0,56,0
2014-07-12,Asthalin,R03,15.0,1.5333333333333334,123,348,333,12.0,12.0,7,26.92,83,0,56,0
2014-07-13,Asthalin,R03,27.0,1.8666666666666667,1,319,181,0.0,12.0,7,26.92,83,0,56,0
2014-07-14,Asthalin,R03,27.0,1.7666666666666666,16,172,205,2.0,10.0,7,26.92,83,0,56,0
2014-07-15,Asthalin,R03,29.0,1.8,0,318,209,0.0,11.0,7,26.92,83,0,56,0
2014-07-16,Asthalin,R03,24.0,1.8,22,247,276,4.0,7.0,7,26.92,83,0,56,0
2014-07-17,Asthalin,R03,28.0,1.7666666666666666,0,17,323,0.0,7.0,7,26.92,83,0,56,0
2014-07-18,Asthalin,R03,23.0,1.7666666666666666,0,311,232,0.0,8.0,7,26.92,83,0,56,0
2014-07-19,Asthalin,R03,18.0,1.7333333333333334,31,286,73,6.0,2.0,7,26.92,83,0,56,0
2014-07-20,Asthalin,R03,12.0,1.9333333333333333,1,90,95,0.0,8.0,7,26.92,83,0,56,0
2014-07-21,Asthalin,R03,12.0,1.8333333333333333,0,321,284,0.0,8.0,7,26.92,83,0,56,0
2014-07-22,Asthalin,R03,10.0,1.8333333333333333,7,335,167,1.0,7.0,7,26.92,83,0,56,0
2014-07-23,Asthalin,R03,11.0,1.8,0,374,110,0.0,13.0,7,26.92,83,0,56,0
2014-07-24,Asthalin,R03,7.0,1.7333333333333334,1,258,346,0.0,13.0,7,26.92,83,0,56,0
2014-07-25,Asthalin,R03,7.0,1.6666666666666667,6,223,109,1.0,12.0,7,26.92,83,0,56,0
2014-07-26,Asthalin,R03,8.0,1.7,1,117,141,0.0,17.0,7,26.92,83,0,56,0
2014-07-27,Asthalin,R03,2.0,1.7,23,275,340,6.0,11.0,7,26.92,83,0,56,0
2014-07-28,Asthalin,R03,8.0,1.8666666666666667,1,262,201,0.0,11.0,7,26.92,83,0,56,0
2014-07-29,Asthalin,R03,8.0,1.8333333333333333,1,29,268,0.0,11.0,7,26.92,83,0,56,0
2014-07-30,Asthalin,R03,7.0,1.8333333333333333,32,250,61,6.0,6.0,7,26.92,83,0,56,0
2014-07-31,Asthalin,R03,13.0,2.033333333333333,1,192,226,0.0,6.0,7,26.92,83,0,56,0
2014-08-01,Asthalin,R03,13.0,2.033333333333333,0,232,338,0.0,8.0,8,26.92,83,0,56,0
2014-08-02,Asthalin,R03,12.0,1.8333333333333333,35,46,56,5.0,3.0,8,26.92,83,0,56,0
2014-08-03,Asthalin,R03,17.0,2.0,1,238,68,0.0,3.0,8,26.92,83,0,56,0
2014-08-04,Asthalin,R03,11.0,1.9333333333333333,0,19,334,0.0,3.0,8,26.92,83,0,56,0
2014-08-05,Asthalin,R03,11.0,1.9333333333333333,1,149,106,0.0,3.0,8,26.92,83,0,56,0
2014-08-06,Asthalin,R03,11.0,1.9333333333333333,6,340,127,1.0,2.0,8,26.92,83,0,56,0
2014-08-07,Asthalin,R03,6.0,1.9666666666666666,0,85,235,0.0,2.0,8,26.92,83,0,56,0
2014-08-08,Asthalin,R03,6.0,1.8,13,217,303,2.0,3.0,8,26.92,83,0,56,0
2014-08-09,Asthalin,R03,8.0,1.8666666666666667,0,124,320,0.0,3.0,8,26.92,83,0,56,0
2014-08-10,Asthalin,R03,3.0,1.7,1,122,238,0.0,3.0,8,26.92,83,0,56,0
2014-08-11,Asthalin,R03,3.0,1.5333333333333334,1,147,288,0.0,13.0,8,26.92,83,0,56,0
2014-08-12,Asthalin,R03,3.0,1.1333333333333333,0,243,100,0.0,16.0,8,26.92,83,0,56,0
2014-08-13,Asthalin,R03,3.0,1.1333333333333333,0,202,112,0.0,16.0,8,26.92,83,0,56,0
2014-08-14,Asthalin,R03,2.0,1.0666666666666667,0,359,338,0.0,16.0,8,26.92,83,0,56,0
2014-08-15,Asthalin,R03,2.0,1.0666666666666667,33,391,52,3.0,13.0,8,26.92,83,0,56,0
2014-08-16,Asthalin,R03,3.0,1.0333333333333334,0,169,157,0.0,13.0,8,26.92,83,0,56,0
2014-08-17,Asthalin,R03,3.0,1.0333333333333334,1,49,285,0.0,14.0,8,26.92,83,0,56,0
2014-08-18,Asthalin,R03,3.0,1.0333333333333334,74,220,241,10.0,4.0,8,26.92,83,0,56,0
2014-08-19,Asthalin,R03,13.0,1.1666666666666667,15,98,310,3.0,2.0,8,26.92,83,0,56,0
