datum,atc_code,daily_sales,date,medicine_name,past_7_day_sales,past_30_day_avg_sales,next_7_day_demand,month,live_temp,live_humidity,is_rainy,fever_trend,cold_trend,dengue_trend,allergy_trend,current_stock,days_to_expiry,price_per_unit
1/31/2016,M01AB,4.33,2016-01-31,Diclofenac,45.68,5.577333333333333,52.33,1,20.83254291189653,46.10377494016853,0,73,60,6,29,78,301,150
2/1/2016,M01AB,6.34,2016-02-01,Diclofenac,46.01,5.721666666666666,51.66,2,25.293767882646524,50.16680217296108,0,25,66,15,31,62,98,150
2/2/2016,M01AB,14.33,2016-02-02,Diclofenac,42.019999999999996,5.921666666666667,51.65,2,23.532440833577454,49.45845397543003,0,30,70,5,23,102,22,150
2/3/2016,M01AB,8.0,2016-02-03,Diclofenac,50.67,6.266000000000001,44.32,2,25.612379133571707,46.35510060292782,0,22,66,9,15,131,256,150
2/4/2016,M01AB,8.34,2016-02-04,Diclofenac,54.33,6.288333333333333,40.66,2,22.44612459364324,44.32980475097373,0,24,79,5,17,117,288,150
2/5/2016,M01AB,5.66,2016-02-05,Diclofenac,55.339999999999996,6.3886666666666665,33.980000000000004,2,26.543733455988466,44.40867603618781,0,13,92,11,31,87,94,150
2/6/2016,M01AB,5.33,2016-02-06,Diclofenac,56.0,6.355333333333333,34.31,2,25.708896223619565,47.274197118521904,0,14,93,5,33,42,295,150
2/7/2016,M01AB,3.66,2016-02-07,Diclofenac,52.33,6.5329999999999995,31.65,2,25.384044601470812,50.27348069850585,0,39,82,2,32,134,333,150
2/8/2016,M01AB,6.33,2016-02-08,Diclofenac,51.66,6.388333333333333,33.83,2,26.474036475918272,43.28880978120977,0,35,83,16,10,120,49,150
2/9/2016,M01AB,7.0,2016-02-09,Diclofenac,51.65,6.355,32.83,2,27.498211666693866,41.647241872130024,0,23,68,8,29,114,207,150
2/10/2016,M01AB,4.34,2016-02-10,Diclofenac,44.32,6.355,33.160000000000004,2,26.521555097527195,49.642922320785814,0,14,82,2,20,49,248,150
2/11/2016,M01AB,1.66,2016-02-11,Diclofenac,40.66,6.1883333333333335,31.82,2,22.238688653002534,39.63858423724665,0,36,76,9,23,36,344,150
2/12/2016,M01AB,5.99,2016-02-12,Diclofenac,33.980000000000004,5.843666666666667,32.5,2,23.08063454989645,41.97440757524206,0,34,93,11,34,69,132,150
2/13/2016,M01AB,2.67,2016-02-13,Diclofenac,34.31,5.743333333333334,30.509999999999998,2,24.06277213345648,44.25942632246744,0,16,65,15,16,23,249,150
2/14/2016,M01AB,5.84,2016-02-14,Diclofenac,31.65,5.765666666666666,38.17,2,25.03913657531625,40.318699596584906,0,36,62,18,33,65,321,150
2/15/2016,M01AB,5.33,2016-02-15,Diclofenac,33.83,5.6610000000000005,38.67,2,25.776488530703684,48.3364471884198,0,23,67,18,21,69,254,150
2/16/2016,M01AB,7.33,2016-02-16,Diclofenac,32.83,5.727333333333334,36.34,2,23.9113842802698,47.5707158115153,0,11,68,14,33,146,342,150
2/17/2016,M01AB,3.0,2016-02-17,Diclofenac,33.160000000000004,5.7379999999999995,32.01,2,25.280150146715616,43.27562031835405,0,11,74,9,32,48,159,150
2/18/2016,M01AB,2.34,2016-02-18,Diclofenac,31.82,5.721333333333333,36.67,2,23.866925601470015,48.838842357533245,0,10,89,5,17,142,337,150
2/19/2016,M01AB,4.0,2016-02-19,Diclofenac,32.5,5.599333333333333,42.32,2,24.08272329551208,49.34787728521148,0,11,63,15,27,81,82,150
2/20/2016,M01AB,10.33,2016-02-20,Diclofenac,30.509999999999998,5.655333333333333,43.32,2,22.890008354727666,44.66048805512981,0,11,88,4,12,63,331,150
2/21/2016,M01AB,6.34,2016-02-21,Diclofenac,38.17,5.833,40.989999999999995,2,23.615150130833644,43.64799546729598,0,30,92,8,10,110,137,150
2/22/2016,M01AB,3.0,2016-02-22,Diclofenac,38.67,6.016666666666667,42.65,2,22.972473091575498,51.77880608322744,0,34,65,8,18,121,260,150
2/23/2016,M01AB,3.0,2016-02-23,Diclofenac,36.34,5.905666666666667,46.65,2,23.536190120534002,47.16348546625247,0,32,88,0,13,99,282,150
2/24/2016,M01AB,7.66,2016-02-24,Diclofenac,32.01,5.872333333333334,53.65,2,26.58046269491176,45.76897395890656,0,36,78,16,20,68,168,150
2/25/2016,M01AB,7.99,2016-02-25,Diclofenac,36.67,5.783333333333333,49.31999999999999,2,23.575901666752085,49.09063783991884,0,22,86,0,18,16,204,150
2/26/2016,M01AB,5.0,2016-02-26,Diclofenac,42.32,5.860333333333333,44.160000000000004,2,28.948573097256087,45.90579190500907,0,14,70,2,30,45,308,150
2/27/2016,M01AB,8.0,2016-02-27,Diclofenac,43.32,5.882333333333333,44.160000000000004,2,25.739976851321334,43.48313824224243,0,36,68,17,11,64,134,150
2/28/2016,M01AB,8.0,2016-02-28,Diclofenac,40.989999999999995,5.9046666666666665,41.160000000000004,2,25.27725418554231,45.24047928146266,0,35,75,8,20,103,357,150
2/29/2016,M01AB,7.0,2016-02-29,Diclofenac,42.65,6.004666666666666,38.160000000000004,2,23.71246332972818,48.115962861959204,0,29,77,15,24,52,157,150
3/1/2016,M01AB,10.0,2016-03-01,Diclofenac,46.65,5.938,36.49,3,31.050464819113486,34.02344330095236,0,24,18,13,71,97,73,150
3/2/2016,M01AB,3.33,2016-03-02,Diclofenac,53.65,6.127,30.490000000000002,3,29.13654326064334,39.135907781682334,0,31,35,8,72,19,247,150
3/3/2016,M01AB,2.83,2016-03-03,Diclofenac,49.31999999999999,6.026666666666667,31.5,3,30.183014721968043,44.14917219574482,0,29,19,17,53,134,111,150
3/4/2016,M01AB,5.0,2016-03-04,Diclofenac,44.160000000000004,5.643333333333333,35.0,3,33.840126807403195,38.464394796719446,0,39,15,4,51,109,96,150
3/5/2016,M01AB,5.0,2016-03-05,Diclofenac,44.160000000000004,5.543333333333333,33.33,3,29.855910150413024,44.638325681294226,0,24,23,12,79,33,328,150
3/6/2016,M01AB,5.0,2016-03-06,Diclofenac,41.160000000000004,5.4319999999999995,31.330000000000002,3,31.723909989428513,44.24423145807944,0,35,26,5,70,122,95,150
3/7/2016,M01AB,5.33,2016-03-07,Diclofenac,38.160000000000004,5.409999999999999,28.83,3,28.94523536231117,39.803412653533144,0,16,13,1,68,138,236,150
3/8/2016,M01AB,4.0,2016-03-08,Diclofenac,36.49,5.41,27.83,3,29.947517264254557,38.294382085333,0,22,23,6,65,142,20,150
3/9/2016,M01AB,4.34,2016-03-09,Diclofenac,30.490000000000002,5.421333333333333,29.16,3,32.656200953453265,39.1379233775511,0,25,33,13,67,133,324,150
3/10/2016,M01AB,6.33,2016-03-10,Diclofenac,31.5,5.355,30.15,3,29.05954941331835,47.9938434760043,0,28,22,0,66,103,249,150
3/11/2016,M01AB,3.33,2016-03-11,Diclofenac,35.0,5.332666666666666,29.480000000000004,3,32.718672836995395,45.623273340799734,0,37,10,19,54,18,88,150
3/12/2016,M01AB,3.0,2016-03-12,Diclofenac,33.33,5.299,29.490000000000002,3,31.061627903183215,40.37617291542021,0,22,42,7,62,137,334,150
3/13/2016,M01AB,2.5,2016-03-13,Diclofenac,31.330000000000002,5.343666666666667,37.15,3,29.1562998361586,38.17553934513877,0,33,26,19,76,110,143,150
3/14/2016,M01AB,4.33,2016-03-14,Diclofenac,28.83,5.227333333333333,42.64,3,30.94861160858328,40.35112310674379,0,37,23,11,66,94,288,150
3/15/2016,M01AB,5.33,2016-03-15,Diclofenac,27.83,5.2826666666666675,43.31,3,31.458831674440095,40.731480779850294,0,33,26,15,77,43,112,150
3/16/2016,M01AB,5.33,2016-03-16,Diclofenac,29.16,5.265666666666666,40.31,3,30.932714943325795,36.26992378717194,0,12,25,16,69,61,213,150
3/17/2016,M01AB,5.66,2016-03-17,Diclofenac,30.15,5.265666666666666,38.98,3,27.644662920164315,40.24012380764578,0,38,16,18,63,97,272,150
3/18/2016,M01AB,3.34,2016-03-18,Diclofenac,29.480000000000004,5.21,40.160000000000004,3,28.909294236262696,43.96721297443519,0,32,21,5,50,106,157,150
3/19/2016,M01AB,10.66,2016-03-19,Diclofenac,29.490000000000002,5.221333333333334,43.82,3,29.628722046672742,34.60192995635058,0,10,32,11,56,138,130,150
3/20/2016,M01AB,7.99,2016-03-20,Diclofenac,37.15,5.498666666666667,35.660000000000004,3,29.88834985634993,42.479751895411745,0,14,15,12,56,145,341,150
3/21/2016,M01AB,5.0,2016-03-21,Diclofenac,42.64,5.631666666666666,35.5,3,30.93100814632602,44.12439391016434,0,18,39,13,68,50,182,150
3/22/2016,M01AB,2.33,2016-03-22,Diclofenac,43.31,5.454,33.84,3,30.26655150139988,38.31832796471689,0,27,31,8,68,149,94,150
3/23/2016,M01AB,4.0,2016-03-23,Diclofenac,40.31,5.320333333333334,37.19,3,27.996983461934846,45.08252727457317,0,12,10,2,59,11,127,150
3/24/2016,M01AB,6.84,2016-03-24,Diclofenac,38.98,5.353666666666667,40.35,3,30.570296776508943,37.928988812654964,0,29,12,7,50,112,324,150
3/25/2016,M01AB,7.0,2016-03-25,Diclofenac,40.160000000000004,5.481666666666667,35.839999999999996,3,30.915878617925735,41.32324798558121,0,11,10,0,61,131,137,150
3/26/2016,M01AB,2.5,2016-03-26,Diclofenac,43.82,5.459666666666666,35.17,3,30.83968567189656,39.07968194600911,0,35,42,3,59,138,141,150
3/27/2016,M01AB,7.83,2016-03-27,Diclofenac,35.660000000000004,5.276666666666667,36.339999999999996,3,31.621171088331934,39.07901092851219,0,31,20,12,78,47,79,150
3/28/2016,M01AB,3.34,2016-03-28,Diclofenac,35.5,5.3709999999999996,38.18,3,31.250883231823355,38.148102790725865,0,39,41,7,76,127,177,150
3/29/2016,M01AB,5.68,2016-03-29,Diclofenac,33.84,5.2156666666666665,41.84,3,30.688770118842655,42.095726442586056,0,30,28,4,50,12,327,150
3/30/2016,M01AB,7.16,2016-03-30,Diclofenac,37.19,5.138333333333334,42.16,3,29.89475143281203,42.54641637319435,0,14,30,12,65,104,17,150
3/31/2016,M01AB,2.33,2016-03-31,Diclofenac,40.35,5.143666666666666,41.66,3,27.508558599726015,39.80673340126843,0,33,20,11,77,43,101,150
4/1/2016,M01AB,6.33,2016-04-01,Diclofenac,35.839999999999996,4.888000000000001,45.660000000000004,4,34.64442732869888,40.920095358983176,0,23,31,15,69,111,200,150
4/2/2016,M01AB,3.67,2016-04-02,Diclofenac,35.17,4.9879999999999995,47.0,4,34.311531530744666,46.20951049990317,0,31,28,3,63,130,222,150
4/3/2016,M01AB,9.67,2016-04-03,Diclofenac,36.339999999999996,5.016000000000001,52.33,4,34.40736825579306,46.26604307823208,0,10,37,7,63,44,108,150
4/4/2016,M01AB,7.0,2016-04-04,Diclofenac,38.18,5.171666666666667,47.66,4,32.08487713626953,44.34985496584072,0,26,41,18,63,115,354,150
4/5/2016,M01AB,6.0,2016-04-05,Diclofenac,41.84,5.238333333333333,40.99,4,32.37841518938761,50.60169386154243,0,35,35,0,58,77,107,150
4/6/2016,M01AB,6.66,2016-04-06,Diclofenac,42.16,5.2716666666666665,39.33,4,35.579729279999356,40.30821220529804,0,35,28,4,61,95,165,150
4/7/2016,M01AB,6.33,2016-04-07,Diclofenac,41.66,5.316,39.0,4,33.94066726921502,38.348148869239296,0,30,24,11,69,22,19,150
4/8/2016,M01AB,7.67,2016-04-08,Diclofenac,45.660000000000004,5.393666666666666,35.33,4,35.02225104605893,42.807495300906986,0,22,14,14,55,148,350,150
4/9/2016,M01AB,9.0,2016-04-09,Diclofenac,47.0,5.504666666666666,31.990000000000002,4,34.042477564195686,47.13127360227435,0,21,21,5,79,36,286,150
4/10/2016,M01AB,5.0,2016-04-10,Diclofenac,52.33,5.593666666666667,28.33,4,34.04463420924362,41.83246608769848,0,28,32,6,54,59,182,150
4/11/2016,M01AB,0.33,2016-04-11,Diclofenac,47.66,5.649333333333333,27.66,4,35.407425708964,42.05708724442177,0,21,26,16,71,90,256,150
4/12/2016,M01AB,4.34,2016-04-12,Diclofenac,40.99,5.560333333333333,30.990000000000002,4,33.225932907673936,47.85306400853447,0,17,20,19,66,120,253,150
4/13/2016,M01AB,6.33,2016-04-13,Diclofenac,39.33,5.621666666666667,29.65,4,34.144181165411474,46.38764376839325,0,20,40,1,79,94,225,150
4/14/2016,M01AB,2.66,2016-04-14,Diclofenac,39.0,5.688333333333333,25.98,4,33.306587066942434,46.1311827288852,0,11,17,2,70,21,222,150
4/15/2016,M01AB,4.33,2016-04-15,Diclofenac,35.33,5.599333333333334,26.32,4,33.34825565885153,47.344286758396585,0,14,31,12,55,104,60,150
4/16/2016,M01AB,5.34,2016-04-16,Diclofenac,31.990000000000002,5.566,27.990000000000002,4,33.53624181479704,43.72442114018135,0,37,41,4,60,108,70,150
4/17/2016,M01AB,4.33,2016-04-17,Diclofenac,28.33,5.5553333333333335,36.31,4,34.33320065745057,43.86304777782543,0,31,19,2,74,36,119,150
4/18/2016,M01AB,3.66,2016-04-18,Diclofenac,27.66,5.588333333333333,32.980000000000004,4,33.28187706750479,47.42933781768428,0,12,15,5,61,62,99,150
4/19/2016,M01AB,3.0,2016-04-19,Diclofenac,30.990000000000002,5.355,35.99,4,35.88363418836028,40.9653396576564,0,24,44,19,75,80,79,150
4/20/2016,M01AB,2.66,2016-04-20,Diclofenac,29.65,5.188666666666667,38.32,4,32.658089046670746,38.57184046080436,0,23,20,19,61,56,291,150
4/21/2016,M01AB,3.0,2016-04-21,Diclofenac,25.98,5.110666666666668,41.31999999999999,4,33.719692533757964,43.70014747911644,0,33,27,6,53,15,215,150
4/22/2016,M01AB,6.0,2016-04-22,Diclofenac,26.32,5.133,42.98,4,33.340403412588735,47.792619867197075,0,17,42,9,58,106,335,150
4/23/2016,M01AB,13.66,2016-04-23,Diclofenac,27.990000000000002,5.199666666666667,43.64,4,36.1704668265306,45.76667909696041,0,15,22,18,61,109,105,150
4/24/2016,M01AB,1.0,2016-04-24,Diclofenac,36.31,5.4270000000000005,39.64,4,34.294832164767364,47.57187451236905,0,18,14,19,64,127,139,150
4/25/2016,M01AB,6.67,2016-04-25,Diclofenac,32.980000000000004,5.227,38.64,4,35.547766809202955,38.951117068730504,0,28,34,9,51,78,71,150
4/26/2016,M01AB,5.33,2016-04-26,Diclofenac,35.99,5.366,35.97,4,31.77165944044454,45.94649042497048,0,12,13,14,74,38,26,150
4/27/2016,M01AB,5.66,2016-04-27,Diclofenac,38.32,5.282666666666667,36.97,4,34.40057539880389,46.961593513927134,0,33,38,8,75,87,329,150
4/28/2016,M01AB,4.66,2016-04-28,Diclofenac,41.31999999999999,5.36,38.65,4,35.334446193435156,40.947607732167945,0,39,33,1,77,90,243,150
4/29/2016,M01AB,6.66,2016-04-29,Diclofenac,42.98,5.326,38.65,4,34.12342598391314,47.58617277163963,0,22,30,19,76,41,113,150
4/30/2016,M01AB,9.66,2016-04-30,Diclofenac,43.64,5.309333333333333,35.99,4,35.59822056259803,44.66544331048262,0,37,20,4,58,113,167,150
5/1/2016,M01AB,0.0,2016-05-01,Diclofenac,39.64,5.5536666666666665,30.32,5,34.22406732484944,64.214010104818,0,19,36,17,25,57,108,150
5/2/2016,M01AB,4.0,2016-05-02,Diclofenac,38.64,5.342666666666667,35.32,5,37.11402116027837,48.468291793309795,0,13,19,17,10,29,214,150
5/3/2016,M01AB,6.33,2016-05-03,Diclofenac,35.97,5.353666666666666,36.99,5,38.44834718542887,59.10734310302425,0,35,20,7,31,18,227,150
5/4/2016,M01AB,7.34,2016-05-04,Diclofenac,36.97,5.242333333333334,37.99,5,34.45574215934051,53.817525710421776,0,39,18,19,15,128,42,150
5/5/2016,M01AB,4.66,2016-05-05,Diclofenac,38.65,5.253666666666667,35.98,5,34.33174621789884,50.14854485667987,0,10,12,15,15,128,339,150
5/6/2016,M01AB,4.0,2016-05-06,Diclofenac,38.65,5.2090000000000005,34.33,5,37.18007671567655,53.41913456930502,0,39,15,9,15,129,79,150
5/7/2016,M01AB,3.99,2016-05-07,Diclofenac,35.99,5.120333333333334,32.660000000000004,5,37.36935821859607,55.8324377240124,0,17,34,8,14,123,137,150
5/8/2016,M01AB,5.0,2016-05-08,Diclofenac,30.32,5.042333333333334,34.01,5,34.2157099592701,58.11240000869513,0,17,16,19,19,10,252,150
5/9/2016,M01AB,5.67,2016-05-09,Diclofenac,35.32,4.953333333333334,34.34,5,34.36971977435621,60.165892864396525,0,23,36,16,30,137,233,150
5/10/2016,M01AB,7.33,2016-05-10,Diclofenac,36.99,4.842333333333333,33.67,5,34.57732308670924,59.265679266113025,0,30,31,13,17,15,165,150
5/11/2016,M01AB,5.33,2016-05-11,Diclofenac,37.99,4.920000000000001,30.34,5,32.983324233448585,52.10385393788652,0,36,28,13,20,108,60,150
5/12/2016,M01AB,3.01,2016-05-12,Diclofenac,35.98,5.086666666666667,29.009999999999998,5,33.6220220802737,58.39049407679835,0,23,39,7,19,16,93,150
5/13/2016,M01AB,2.33,2016-05-13,Diclofenac,34.33,5.042333333333333,32.34,5,33.4937888498719,56.17385487136262,0,21,31,9,10,56,248,150
5/14/2016,M01AB,5.34,2016-05-14,Diclofenac,32.660000000000004,4.909000000000001,33.010000000000005,5,33.84830365234381,53.036190937213036,0,37,32,14,26,82,98,150
5/15/2016,M01AB,5.33,2016-05-15,Diclofenac,34.01,4.998333333333334,29.669999999999998,5,34.94797266891983,54.364268219567556,0,11,21,15,24,67,145,150
5/16/2016,M01AB,5.0,2016-05-16,Diclofenac,34.34,5.031666666666666,28.68,5,35.35132209880478,52.870472021665826,0,16,11,17,14,63,184,150
5/17/2016,M01AB,4.0,2016-05-17,Diclofenac,33.67,5.020333333333334,28.68,5,37.325750739221114,55.111277025809365,0,13,38,3,28,107,345,150
5/18/2016,M01AB,4.0,2016-05-18,Diclofenac,30.34,5.009333333333334,36.68,5,33.502468938891816,52.81102635311764,0,33,38,14,13,74,342,150
5/19/2016,M01AB,6.34,2016-05-19,Diclofenac,29.009999999999998,5.020666666666667,41.019999999999996,5,36.476483597714875,51.91601778034768,0,36,23,18,23,67,320,150
5/20/2016,M01AB,3.0,2016-05-20,Diclofenac,32.34,5.132,39.349999999999994,5,34.67901673366174,56.43735738334831,0,19,18,16,34,148,352,150
5/21/2016,M01AB,2.0,2016-05-21,Diclofenac,33.010000000000005,5.143333333333333,45.019999999999996,5,34.92580443552135,56.88619164477891,0,20,35,4,12,137,223,150
5/22/2016,M01AB,4.34,2016-05-22,Diclofenac,29.669999999999998,5.109999999999999,55.349999999999994,5,36.01222923824991,54.437208999725165,0,31,38,3,14,18,65,150
5/23/2016,M01AB,5.0,2016-05-23,Diclofenac,28.68,5.054666666666666,59.68,5,33.315916967656555,59.102953911807916,0,32,14,5,18,147,77,150
5/24/2016,M01AB,12.0,2016-05-24,Diclofenac,28.68,4.766,58.019999999999996,5,35.57361461927608,54.21870824051466,0,19,31,5,29,122,289,150
5/25/2016,M01AB,8.34,2016-05-25,Diclofenac,36.68,5.132666666666666,52.019999999999996,5,35.24967831231958,54.09167636462338,0,36,38,8,13,54,354,150
5/26/2016,M01AB,4.67,2016-05-26,Diclofenac,41.019999999999996,5.1883333333333335,52.67999999999999,5,35.73867689601222,56.98146694703709,0,27,22,1,10,127,161,150
5/27/2016,M01AB,8.67,2016-05-27,Diclofenac,39.349999999999994,5.166333333333333,50.34,5,35.43375296586173,54.60272324516999,0,30,27,7,22,98,238,150
5/28/2016,M01AB,12.33,2016-05-28,Diclofenac,45.019999999999996,5.266666666666667,49.0,5,38.68295020986634,55.25439318707843,0,13,16,19,14,42,93,150
5/29/2016,M01AB,8.67,2016-05-29,Diclofenac,55.349999999999994,5.522333333333334,40.0,5,34.043390023623026,47.438684588142806,0,28,22,16,31,31,79,150
5/30/2016,M01AB,3.34,2016-05-30,Diclofenac,59.68,5.589333333333333,41.67,5,34.203504567497276,55.05012215421392,0,16,30,2,27,120,47,150
5/31/2016,M01AB,6.0,2016-05-31,Diclofenac,58.019999999999996,5.378666666666667,43.66,5,34.065289210362856,49.51841218758622,0,10,37,1,27,66,235,150
6/1/2016,M01AB,9.0,2016-06-01,Diclofenac,52.019999999999996,5.578666666666667,43.66,6,29.16678432125962,76.33714828700339,1,76,12,2,33,86,280,150
6/2/2016,M01AB,2.33,2016-06-02,Diclofenac,52.67999999999999,5.745333333333334,43.31999999999999,6,29.043919309040223,75.99403238373348,0,57,37,11,22,81,284,150
6/3/2016,M01AB,7.33,2016-06-03,Diclofenac,50.34,5.611999999999999,49.66,6,31.78352479666133,76.87225053939852,1,78,31,0,28,29,160,150
6/4/2016,M01AB,3.33,2016-06-04,Diclofenac,49.0,5.611666666666666,50.66,6,32.13075637198478,78.35343842110323,1,60,42,18,13,67,356,150
6/5/2016,M01AB,10.34,2016-06-05,Diclofenac,40.0,5.567333333333334,57.99,6,29.143880559375784,78.54052215336354,1,70,22,4,20,54,356,150
6/6/2016,M01AB,5.33,2016-06-06,Diclofenac,41.67,5.778666666666666,55.989999999999995,6,28.751466640343658,81.99282561277138,0,88,14,18,12,53,252,150
6/7/2016,M01AB,6.0,2016-06-07,Diclofenac,43.66,5.823333333333333,56.32,6,30.707123334579606,80.66716344240409,1,79,17,6,20,127,294,150
6/8/2016,M01AB,8.66,2016-06-08,Diclofenac,43.66,5.8566666666666665,52.65,6,29.171665433578543,74.29677671354604,1,82,11,2,23,74,118,150
6/9/2016,M01AB,8.67,2016-06-09,Diclofenac,43.31999999999999,5.956333333333333,48.989999999999995,6,30.949397726633265,80.24988391264043,1,52,26,18,24,22,103,150
6/10/2016,M01AB,8.33,2016-06-10,Diclofenac,49.66,6.001,44.32,6,30.30438453127695,80.95476573975029,1,62,13,7,29,73,231,150
6/11/2016,M01AB,10.66,2016-06-11,Diclofenac,50.66,6.101,39.33,6,27.72638382750415,79.01430045124113,1,85,28,16,20,100,341,150
6/12/2016,M01AB,8.34,2016-06-12,Diclofenac,57.99,6.355999999999999,30.67,6,32.321257801995095,79.81734206927989,1,72,43,13,18,95,321,150
6/13/2016,M01AB,5.66,2016-06-13,Diclofenac,55.989999999999995,6.556333333333333,28.67,6,32.693816509643284,80.57093037619117,1,75,26,18,28,146,221,150
6/14/2016,M01AB,2.33,2016-06-14,Diclofenac,56.32,6.566999999999999,30.35,6,29.08081696427342,82.29379879290674,0,59,34,17,14,123,266,150
6/15/2016,M01AB,5.0,2016-06-15,Diclofenac,52.65,6.4670000000000005,35.35,6,29.418447660096025,75.27536003761179,1,87,14,6,18,12,31,150
6/16/2016,M01AB,4.0,2016-06-16,Diclofenac,48.989999999999995,6.467,32.35,6,30.428798086087358,79.26704888408105,0,85,26,4,32,61,144,150
6/17/2016,M01AB,3.34,2016-06-17,Diclofenac,44.32,6.467,31.35,6,30.501685184980538,84.52500829417319,1,72,20,18,11,88,185,150
6/18/2016,M01AB,2.0,2016-06-18,Diclofenac,39.33,6.444999999999999,34.01,6,30.987816409009245,84.24998392489387,0,57,25,16,12,48,196,150
6/19/2016,M01AB,6.34,2016-06-19,Diclofenac,30.67,6.300333333333334,37.69,6,33.015306808149525,82.55281078332735,0,63,25,16,17,23,191,150
6/20/2016,M01AB,7.34,2016-06-20,Diclofenac,28.67,6.411666666666667,34.35,6,29.734579158758926,81.61047405186703,0,73,15,2,22,50,143,150
6/21/2016,M01AB,7.33,2016-06-21,Diclofenac,30.35,6.589666666666667,33.01,6,28.80255413319232,84.96390424520627,0,67,27,12,15,139,236,150
6/22/2016,M01AB,2.0,2016-06-22,Diclofenac,35.35,6.689333333333334,27.009999999999998,6,27.931021157978208,85.75354400482,1,89,12,2,26,133,237,150
6/23/2016,M01AB,3.0,2016-06-23,Diclofenac,32.35,6.589333333333333,32.01,6,28.90360494008712,79.61276003585944,0,86,27,1,23,78,20,150
6/24/2016,M01AB,6.0,2016-06-24,Diclofenac,31.35,6.289333333333333,33.01,6,29.950309540689304,77.09170267013504,1,74,16,2,13,58,165,150
6/25/2016,M01AB,5.68,2016-06-25,Diclofenac,34.01,6.211333333333333,31.009999999999998,6,32.69183679527668,79.18912304712651,0,69,20,4,12,111,89,150
6/26/2016,M01AB,3.0,2016-06-26,Diclofenac,37.69,6.245,29.990000000000002,6,29.223583051445743,89.29008654131616,1,74,24,10,11,77,42,150
6/27/2016,M01AB,6.0,2016-06-27,Diclofenac,34.35,6.056,33.66,6,30.33568192745835,75.29193097182441,1,66,23,0,14,25,312,150
6/28/2016,M01AB,1.33,2016-06-28,Diclofenac,33.01,5.845,36.0,6,29.975365655890872,78.58838258141175,0,53,32,18,23,32,362,150
6/29/2016,M01AB,7.0,2016-06-29,Diclofenac,27.009999999999998,5.600333333333333,40.67,6,31.782589910172128,75.7619265425221,1,70,26,19,18,127,34,150
6/30/2016,M01AB,4.0,2016-06-30,Diclofenac,32.01,5.722333333333333,43.0,6,33.79039863881043,80.37429158863216,0,69,31,17,29,42,221,150
7/1/2016,M01AB,4.0,2016-07-01,Diclofenac,33.01,5.655666666666666,46.34,7,27.203696840619518,84.3919269133154,0,66,33,71,10,46,84,150
7/2/2016,M01AB,4.66,2016-07-02,Diclofenac,31.009999999999998,5.489,43.68,7,27.265840836222665,87.67374693149915,1,84,36,42,29,131,217,150
7/3/2016,M01AB,6.67,2016-07-03,Diclofenac,29.990000000000002,5.566666666666666,42.349999999999994,7,29.56624131560361,82.14971451994373,1,72,26,72,26,36,193,150
7/4/2016,M01AB,8.34,2016-07-04,Diclofenac,33.66,5.544666666666667,41.339999999999996,7,29.022837234439468,89.85286199525395,1,70,32,55,34,116,184,150
7/5/2016,M01AB,6.0,2016-07-05,Diclofenac,36.0,5.711666666666667,39.33,7,30.77006098860405,91.66703576940392,0,70,16,67,23,111,322,150
7/6/2016,M01AB,9.33,2016-07-06,Diclofenac,40.67,5.567000000000001,39.0,7,28.875892277988946,86.84816913380962,0,73,10,82,10,51,301,150
7/7/2016,M01AB,7.34,2016-07-07,Diclofenac,43.0,5.700333333333333,35.888333333000006,7,27.46106186381941,87.5946099787729,0,86,36,63,22,39,84,150
7/8/2016,M01AB,1.34,2016-07-08,Diclofenac,46.34,5.745,30.888333333,7,28.885982246038463,87.50977830780606,0,67,43,75,24,84,58,150
7/9/2016,M01AB,3.33,2016-07-09,Diclofenac,43.68,5.501,32.548333333,7,29.66305537087436,88.54273202567508,1,68,24,73,26,144,122,150
7/10/2016,M01AB,5.66,2016-07-10,Diclofenac,42.349999999999994,5.3229999999999995,38.548333333,7,29.230723271796045,87.88549123910072,1,54,27,75,23,138,80,150
7/11/2016,M01AB,6.33,2016-07-11,Diclofenac,41.339999999999996,5.234,41.898333333000004,7,28.760911046660947,90.30435085729208,1,76,13,49,24,93,118,150
7/12/2016,M01AB,5.67,2016-07-12,Diclofenac,39.33,5.089666666666667,41.568333333,7,29.60001203438373,91.69911740035283,1,55,38,65,33,120,326,150
7/13/2016,M01AB,6.218333333,2016-07-13,Diclofenac,39.0,5.000666666666667,43.238333333,7,29.75394338566851,85.55778633252345,1,63,32,52,17,140,341,150
7/14/2016,M01AB,2.34,2016-07-14,Diclofenac,35.888333333000006,5.019277777766667,47.35,7,30.073238486556292,87.0720145216771,1,52,31,47,17,63,166,150
7/15/2016,M01AB,3.0,2016-07-15,Diclofenac,30.888333333,5.0196111111,50.67,7,28.973064831384463,90.70485834677423,0,50,29,71,24,64,91,150
7/16/2016,M01AB,9.33,2016-07-16,Diclofenac,32.548333333,4.952944444433332,51.0,7,27.74932287952472,83.7349928558229,1,80,31,51,25,125,176,150
7/17/2016,M01AB,9.01,2016-07-17,Diclofenac,38.548333333,5.1306111110999995,46.33,7,28.220070529649984,82.08783615446329,1,59,21,81,18,145,42,150
7/18/2016,M01AB,6.0,2016-07-18,Diclofenac,41.898333333000004,5.3196111110999995,39.65,7,29.809763449762535,88.67894785869544,1,80,44,40,34,147,79,150
