date,medicine_name,category,past_7_day_sales,past_30_day_avg_sales,current_stock,days_to_expiry,price_per_unit,daily_sales_real
2017-10-13,Crocin,N02BE,231,1140,243,182,238,38.0
2017-10-14,Crocin,N02BE,338,1266,494,280,53,42.2
2017-10-15,Crocin,N02BE,210,1110,117,22,202,37.0
2017-10-16,Crocin,N02BE,287,1353,341,220,236,45.1
2017-10-17,Crocin,N02BE,195,786,124,357,181,26.2
2017-10-18,Crocin,N02BE,389,1585,313,303,343,52.85
2017-10-19,Crocin,N02BE,171,765,139,237,104,25.5
2017-10-20,Crocin,N02BE,257,1087,311,266,317,36.25
2017-10-21,Crocin,N02BE,180,756,132,98,96,25.2
2017-10-22,Crocin,N02BE,415,1734,573,60,22,57.8
2017-10-23,Crocin,N02BE,164,858,95,380,139,28.6
2017-10-24,Crocin,N02BE,529,1956,270,209,271,65.2
2017-10-25,Crocin,N02BE,195,807,134,127,166,26.9
2017-10-26,Crocin,N02BE,282,1140,378,346,153,38.0
2017-10-27,Crocin,N02BE,151,780,168,335,298,26.0
2017-10-28,Crocin,N02BE,139,723,165,187,250,24.1
2017-10-29,Crocin,N02BE,243,1080,228,208,44,36.0
2017-10-30,Crocin,N02BE,220,983,223,392,255,32.8
2017-10-31,Crocin,N02BE,299,1140,191,18,289,38.0
2017-11-01,Crocin,N02BE,170,690,92,158,111,23.0
2017-11-02,Crocin,N02BE,183,663,243,189,201,22.1
2017-11-03,Crocin,N02BE,266,1122,316,330,222,37.4
2017-11-04,Crocin,N02BE,231,990,207,177,120,33.0
2017-11-05,Crocin,N02BE,279,1063,191,27,217,35.45
2017-11-06,Crocin,N02BE,135,606,115,193,143,20.2
2017-11-07,Crocin,N02BE,135,600,70,379,176,20.0
2017-11-08,Crocin,N02BE,61,276,55,84,299,9.2
2017-11-09,Crocin,N02BE,221,864,219,16,311,28.8
2017-11-10,Crocin,N02BE,258,1020,236,317,323,34.0
2017-11-11,Crocin,N02BE,221,960,116,97,249,32.0
2017-11-12,Crocin,N02BE,274,1200,157,216,55,40.0
2017-11-13,Crocin,N02BE,280,1326,280,306,326,44.2
2017-11-14,Crocin,N02BE,40,204,28,159,184,6.8
2017-11-15,Crocin,N02BE,128,510,125,382,47,17.0
2017-11-16,Crocin,N02BE,130,528,127,284,24,17.6
2017-11-17,Crocin,N02BE,254,1020,370,30,80,34.0
2017-11-18,Crocin,N02BE,241,1275,139,394,326,42.5
2017-11-19,Crocin,N02BE,167,870,182,94,89,29.0
2017-11-20,Crocin,N02BE,168,864,130,380,187,28.8
2017-11-21,Crocin,N02BE,177,672,148,326,251,22.4
2017-11-22,Crocin,N02BE,196,783,223,286,182,26.1
2017-11-23,Crocin,N02BE,218,1029,151,303,52,34.3
2017-11-24,Crocin,N02BE,214,1029,309,199,74,34.324
2017-11-25,Crocin,N02BE,222,795,285,354,295,26.5
2017-11-26,Crocin,N02BE,232,936,193,351,208,31.2
2017-11-27,Crocin,N02BE,279,1044,383,348,234,34.825
2017-11-28,Crocin,N02BE,300,1218,436,88,113,40.6
2017-11-29,Crocin,N02BE,186,978,191,174,224,32.6
2017-11-30,Crocin,N02BE,179,900,210,282,51,30.0
2017-12-01,Crocin,N02BE,142,762,130,103,345,25.4
2017-12-02,Crocin,N02BE,171,660,108,255,60,22.0
2017-12-03,Crocin,N02BE,229,1002,176,249,109,33.4
2017-12-04,Crocin,N02BE,88,468,68,136,94,15.6
2017-12-05,Crocin,N02BE,116,513,144,300,256,17.1
2017-12-06,Crocin,N02BE,188,876,147,360,156,29.2
2017-12-07,Crocin,N02BE,196,747,183,51,56,24.9
2017-12-08,Crocin,N02BE,313,1326,349,221,116,44.2
2017-12-09,Crocin,N02BE,229,1098,281,48,233,36.6
2017-12-10,Crocin,N02BE,304,1440,181,203,52,48.0
2017-12-11,Crocin,N02BE,214,1032,269,245,331,34.4
2017-12-12,Crocin,N02BE,347,1320,455,37,54,44.0
2017-12-13,Crocin,N02BE,236,870,239,355,163,29.0
2017-12-14,Crocin,N02BE,212,900,217,271,278,30.0
2017-12-15,Crocin,N02BE,196,870,221,370,32,29.0
2017-12-16,Crocin,N02BE,239,1098,256,360,173,36.6
2017-12-17,Crocin,N02BE,210,1110,158,206,155,37.0
2017-12-18,Crocin,N02BE,194,948,244,93,342,31.6
2017-12-19,Crocin,N02BE,1,0,0,42,169,0.0
2017-12-20,Crocin,N02BE,159,816,147,365,109,27.2
2017-12-21,Crocin,N02BE,133,702,68,256,216,23.4
2017-12-22,Crocin,N02BE,199,780,134,312,235,26.0
2017-12-23,Crocin,N02BE,232,849,270,386,84,28.3
2017-12-24,Crocin,N02BE,192,966,171,304,146,32.2
2017-12-25,Crocin,N02BE,117,465,108,290,156,15.53
2017-12-26,Crocin,N02BE,352,1707,221,122,162,56.9
2017-12-27,Crocin,N02BE,216,981,133,241,102,32.7
2017-12-28,Crocin,N02BE,284,1060,252,146,71,35.35
2017-12-29,Crocin,N02BE,239,1242,131,371,304,41.4
2017-12-30,Crocin,N02BE,288,1500,358,228,305,50.0
2017-12-31,Crocin,N02BE,575,2106,405,312,179,70.2
2018-01-01,Crocin,N02BE,1,0,1,332,88,0.0
2018-01-02,Crocin,N02BE,233,1140,250,67,56,38.0
2018-01-03,Crocin,N02BE,387,1620,561,290,21,54.0
2018-01-04,Crocin,N02BE,239,1176,241,238,335,39.2
2018-01-05,Crocin,N02BE,197,780,106,54,348,26.0
2018-01-06,Crocin,N02BE,422,2190,380,127,195,73.0
2018-01-07,Crocin,N02BE,1,0,0,303,197,0.0
2018-01-08,Crocin,N02BE,178,888,257,397,224,29.6
2018-01-09,Crocin,N02BE,239,1014,265,253,84,33.825
2018-01-10,Crocin,N02BE,250,1335,338,101,134,44.5
2018-01-11,Crocin,N02BE,226,1128,170,260,282,37.6
2018-01-12,Crocin,N02BE,259,1260,227,307,337,42.0
2018-01-13,Crocin,N02BE,217,960,314,294,340,32.0
2018-01-14,Crocin,N02BE,302,1080,408,264,274,36.0
2018-01-15,Crocin,N02BE,175,780,215,389,271,26.0
2018-01-16,Crocin,N02BE,119,540,127,274,228,18.0
2018-01-17,Crocin,N02BE,214,906,290,255,218,30.2
2018-01-18,Crocin,N02BE,405,1752,435,49,331,58.4
2018-01-19,Crocin,N02BE,156,702,117,90,34,23.4
2018-01-20,Crocin,N02BE,260,1140,220,165,276,38.0
2018-01-21,Crocin,N02BE,203,983,171,293,304,32.8
2018-01-22,Crocin,N02BE,209,870,160,294,119,29.0
2018-01-23,Crocin,N02BE,218,1158,210,226,328,38.6
2018-01-24,Crocin,N02BE,231,960,159,367,15,32.0
2018-01-25,Crocin,N02BE,257,1104,131,351,134,36.8
2018-01-26,Crocin,N02BE,418,1866,623,185,343,62.2
2018-01-27,Crocin,N02BE,343,1587,433,364,99,52.9
2018-01-28,Crocin,N02BE,348,1650,425,263,16,55.0
2018-01-29,Crocin,N02BE,285,1437,162,53,43,47.9
2018-01-30,Crocin,N02BE,290,1110,418,157,223,37.0
2018-01-31,Crocin,N02BE,195,912,168,33,320,30.4
2018-02-01,Crocin,N02BE,197,915,162,202,92,30.5
2018-02-02,Crocin,N02BE,373,1638,274,198,124,54.6
2018-02-03,Crocin,N02BE,554,2012,572,205,290,67.1
2018-02-04,Crocin,N02BE,355,1518,311,42,286,50.6
2018-02-05,Crocin,N02BE,371,1590,382,381,273,53.0
2018-02-06,Crocin,N02BE,390,1545,247,138,67,51.5
2018-02-07,Crocin,N02BE,298,1344,342,211,283,44.8
2018-02-08,Crocin,N02BE,281,1410,313,56,191,47.0
2018-02-09,Crocin,N02BE,303,1410,411,74,257,47.0
2018-02-10,Crocin,N02BE,473,1812,501,201,49,60.4
2018-02-11,Crocin,N02BE,381,1897,532,265,26,63.25
2018-02-12,Crocin,N02BE,249,1089,249,191,54,36.3
2018-02-13,Crocin,N02BE,121,534,69,300,95,17.8
2018-02-14,Crocin,N02BE,317,1509,178,321,31,50.3
2018-02-15,Crocin,N02BE,572,2238,337,209,32,74.6
2018-02-16,Crocin,N02BE,434,1954,565,233,210,65.162
2018-02-17,Crocin,N02BE,373,1512,287,170,46,50.4
2018-02-18,Crocin,N02BE,250,1320,332,146,101,44.0
2018-02-19,Crocin,N02BE,197,810,211,132,289,27.0
2018-02-20,Crocin,N02BE,244,906,222,168,130,30.2
2018-02-21,Crocin,N02BE,183,822,184,149,228,27.4
2018-02-22,Crocin,N02BE,202,900,255,169,308,30.0
2018-02-23,Crocin,N02BE,235,1026,297,246,264,34.2
2018-02-24,Crocin,N02BE,281,1305,361,245,48,43.5
2018-02-25,Crocin,N02BE,292,1104,247,58,258,36.8
2018-02-26,Crocin,N02BE,303,1398,258,310,241,46.6
2018-02-27,Crocin,N02BE,219,801,302,163,33,26.7
2018-02-28,Crocin,N02BE,257,1339,290,145,329,44.662
2018-03-01,Crocin,N02BE,180,792,116,216,344,26.4
2018-03-02,Crocin,N02BE,222,1152,273,108,71,38.4
2018-03-03,Crocin,N02BE,330,1205,352,302,311,40.187
2018-03-04,Crocin,N02BE,204,1008,262,271,334,33.6
2018-03-05,Crocin,N02BE,169,750,102,218,130,25.0
2018-03-06,Crocin,N02BE,153,666,140,214,185,22.2
2018-03-07,Crocin,N02BE,167,606,193,212,100,20.2
2018-03-08,Crocin,N02BE,167,774,203,172,334,25.8
2018-03-09,Crocin,N02BE,287,1230,329,75,255,41.0
2018-03-10,Crocin,N02BE,181,651,213,279,311,21.7
2018-03-11,Crocin,N02BE,526,2040,308,170,338,68.0
2018-03-12,Crocin,N02BE,176,666,193,97,247,22.2
2018-03-13,Crocin,N02BE,116,456,116,215,59,15.2
2018-03-14,Crocin,N02BE,252,930,187,263,157,31.0
2018-03-15,Crocin,N02BE,198,717,121,296,197,23.9
2018-03-16,Crocin,N02BE,188,870,271,357,105,29.0
2018-03-17,Crocin,N02BE,534,1950,661,77,251,65.0
2018-03-18,Crocin,N02BE,173,645,189,283,190,21.5
2018-03-19,Crocin,N02BE,117,588,84,281,269,19.6
2018-03-20,Crocin,N02BE,314,1458,170,394,280,48.6
2018-03-21,Crocin,N02BE,192,810,282,366,347,27.0
2018-03-22,Crocin,N02BE,179,738,130,148,63,24.6
2018-03-23,Crocin,N02BE,214,1020,228,57,78,34.0
2018-03-24,Crocin,N02BE,303,1200,291,392,187,40.0
2018-03-25,Crocin,N02BE,363,1419,338,32,86,47.312
2018-03-26,Crocin,N02BE,190,828,116,255,292,27.6
2018-03-27,Crocin,N02BE,190,840,218,239,241,28.0
2018-03-28,Crocin,N02BE,76,357,78,128,117,11.924
2018-03-29,Crocin,N02BE,182,846,155,154,162,28.2
2018-03-30,Crocin,N02BE,292,1260,311,170,145,42.0
2018-03-31,Crocin,N02BE,287,1500,321,306,310,50.0
2018-04-01,Crocin,N02BE,250,1110,288,299,128,37.0
2018-04-02,Crocin,N02BE,245,900,306,291,222,30.0
2018-04-03,Crocin,N02BE,231,1140,233,345,156,38.0
2018-04-04,Crocin,N02BE,200,870,230,54,71,29.0
2018-04-05,Crocin,N02BE,227,1170,223,176,166,39.0
2018-04-06,Crocin,N02BE,270,1005,348,290,155,33.525
2018-04-07,Crocin,N02BE,308,1200,229,259,65,40.0
2018-04-08,Crocin,N02BE,1,0,0,105,144,0.0
2018-04-09,Crocin,N02BE,185,750,99,11,189,25.0
2018-04-10,Crocin,N02BE,244,1149,149,15,53,38.3
2018-04-11,Crocin,N02BE,184,840,124,241,79,28.0
2018-04-12,Crocin,N02BE,126,522,103,237,61,17.4
2018-04-13,Crocin,N02BE,140,690,92,344,236,23.0
2018-04-14,Crocin,N02BE,156,720,218,181,75,24.0
2018-04-15,Crocin,N02BE,116,600,148,373,250,20.0
2018-04-16,Crocin,N02BE,254,1215,269,124,51,40.5
2018-04-17,Crocin,N02BE,106,480,135,84,247,16.0
2018-04-18,Crocin,N02BE,168,757,107,87,292,25.25
2018-04-19,Crocin,N02BE,177,941,252,366,17,31.375
2018-04-20,Crocin,N02BE,110,450,67,229,35,15.0
2018-04-21,Crocin,N02BE,332,1212,253,62,78,40.4
2018-04-22,Crocin,N02BE,279,1275,385,351,325,42.5
2018-04-23,Crocin,N02BE,115,466,76,93,148,15.562
2018-04-24,Crocin,N02BE,128,600,148,246,91,20.0
2018-04-25,Crocin,N02BE,116,543,58,32,261,18.1
2018-04-26,Crocin,N02BE,115,540,98,399,155,18.0
2018-04-27,Crocin,N02BE,317,1290,332,110,257,43.0
2018-04-28,Crocin,N02BE,209,817,167,174,148,27.25
2018-04-29,Crocin,N02BE,107,420,58,145,349,14.0
2018-04-30,Crocin,N02BE,80,423,64,294,73,14.125
2018-05-01,Crocin,N02BE,39,186,45,189,26,6.2
2018-05-02,Crocin,N02BE,255,1146,301,172,325,38.2
2018-05-03,Crocin,N02BE,195,817,170,204,20,27.262
2018-05-04,Crocin,N02BE,51,262,26,123,262,8.75
2018-05-05,Crocin,N02BE,165,720,119,313,27,24.0
2018-05-06,Crocin,N02BE,121,546,61,225,49,18.2
2018-05-07,Crocin,N02BE,161,660,205,127,54,22.0
2018-05-08,Crocin,N02BE,109,450,67,16,223,15.0
2018-05-09,Crocin,N02BE,169,732,121,170,190,24.4
2018-05-10,Crocin,N02BE,234,1170,292,159,136,39.0
2018-05-11,Crocin,N02BE,109,570,87,188,317,19.0
2018-05-12,Crocin,N02BE,210,810,117,189,159,27.0
2018-05-13,Crocin,N02BE,113,432,147,45,29,14.4
2018-05-14,Crocin,N02BE,117,600,122,229,312,20.0
2018-05-15,Crocin,N02BE,102,420,94,98,54,14.0
2018-05-16,Crocin,N02BE,78,402,96,360,118,13.4
2018-05-17,Crocin,N02BE,118,480,164,14,332,16.0
2018-05-18,Crocin,N02BE,218,900,258,267,335,30.0
2018-05-19,Crocin,N02BE,135,552,193,56,171,18.4
2018-05-20,Crocin,N02BE,304,1350,255,131,104,45.0
2018-05-21,Crocin,N02BE,92,438,59,153,24,14.6
2018-05-22,Crocin,N02BE,59,241,61,284,252,8.062
2018-05-23,Crocin,N02BE,69,330,83,25,290,11.0
2018-05-24,Crocin,N02BE,113,606,149,196,163,20.2
2018-05-25,Crocin,N02BE,102,491,123,21,273,16.4
2018-05-26,Crocin,N02BE,131,487,163,295,237,16.262
2018-05-27,Crocin,N02BE,346,1477,482,128,124,49.262
2018-05-28,Crocin,N02BE,110,588,102,265,143,19.6
2018-05-29,Crocin,N02BE,128,637,80,367,73,21.25
2018-05-30,Crocin,N02BE,99,491,53,323,339,16.4
2018-05-31,Crocin,N02BE,68,342,93,86,87,11.4
2018-06-01,Crocin,N02BE,189,870,193,330,344,29.0
2018-06-02,Crocin,N02BE,168,690,208,83,208,23.0
2018-06-03,Crocin,N02BE,169,672,186,279,176,22.4
2018-06-04,Crocin,N02BE,110,570,99,369,32,19.0
2018-06-05,Crocin,N02BE,141,600,98,270,125,20.0
2018-06-06,Crocin,N02BE,140,517,201,147,321,17.25
2018-06-07,Crocin,N02BE,118,570,91,15,336,19.0
2018-06-08,Crocin,N02BE,62,270,43,79,69,9.0
2018-06-09,Crocin,N02BE,158,630,90,196,130,21.0
2018-06-10,Crocin,N02BE,233,996,142,69,327,33.2
2018-06-11,Crocin,N02BE,119,510,120,301,25,17.0
2018-06-12,Crocin,N02BE,138,545,189,301,108,18.186
2018-06-13,Crocin,N02BE,160,667,234,177,83,22.25
2018-06-14,Crocin,N02BE,158,660,188,312,25,22.0
2018-06-15,Crocin,N02BE,86,333,115,54,212,11.133
2018-06-16,Crocin,N02BE,67,300,36,178,27,10.0
2018-06-17,Crocin,N02BE,168,720,205,208,145,24.0
2018-06-18,Crocin,N02BE,93,420,87,325,183,14.0
2018-06-19,Crocin,N02BE,191,690,179,343,259,23.0
2018-06-20,Crocin,N02BE,122,451,145,197,130,15.062
2018-06-21,Crocin,N02BE,260,1080,213,235,295,36.0
2018-06-22,Crocin,N02BE,74,360,49,103,134,12.0
2018-06-23,Crocin,N02BE,94,420,115,197,258,14.0
2018-06-24,Crocin,N02BE,233,870,217,151,44,29.0
2018-06-25,Crocin,N02BE,187,931,109,190,87,31.062
2018-06-26,Crocin,N02BE,115,450,144,170,162,15.0
2018-06-27,Crocin,N02BE,68,330,88,260,107,11.0
2018-06-28,Crocin,N02BE,68,300,61,191,53,10.0
2018-06-29,Crocin,N02BE,66,300,74,326,66,10.0
2018-06-30,Crocin,N02BE,177,804,122,170,132,26.8
2018-07-01,Crocin,N02BE,168,660,240,301,211,22.0
2018-07-02,Crocin,N02BE,183,738,101,240,332,24.6
2018-07-03,Crocin,N02BE,111,408,55,376,72,13.6
2018-07-04,Crocin,N02BE,109,487,62,228,149,16.25
2018-07-05,Crocin,N02BE,118,450,73,110,139,15.0
2018-07-06,Crocin,N02BE,161,600,121,12,302,20.0
2018-07-07,Crocin,N02BE,139,570,164,323,108,19.0
2018-07-08,Crocin,N02BE,222,840,187,171,294,28.0
2018-07-09,Crocin,N02BE,249,930,345,52,346,31.0
2018-07-10,Crocin,N02BE,192,1020,200,300,190,34.0
2018-07-11,Crocin,N02BE,240,882,126,175,216,29.4
2018-07-12,Crocin,N02BE,141,720,122,74,179,24.0
2018-07-13,Crocin,N02BE,139,660,157,91,87,22.0
2018-07-14,Crocin,N02BE,163,780,233,13,128,26.0
2018-07-15,Crocin,N02BE,160,690,160,256,79,23.0
2018-07-16,Crocin,N02BE,154,660,208,195,196,22.0
2018-07-17,Crocin,N02BE,215,882,110,65,260,29.4
2018-07-18,Crocin,N02BE,78,300,110,313,212,10.0
2018-07-19,Crocin,N02BE,104,480,123,278,38,16.0
2018-07-20,Crocin,N02BE,224,1056,252,54,227,35.2
2018-07-21,Crocin,N02BE,174,660,137,371,268,22.0
2018-07-22,Crocin,N02BE,203,930,288,18,293,31.0
2018-07-23,Crocin,N02BE,87,360,80,213,249,12.0
2018-07-24,Crocin,N02BE,172,660,97,72,15,22.0
2018-07-25,Crocin,N02BE,93,480,60,68,15,16.0
2018-07-26,Crocin,N02BE,135,720,202,115,21,24.0
2018-07-27,Crocin,N02BE,114,582,166,57,61,19.4
2018-07-28,Crocin,N02BE,183,735,236,232,341,24.5
2018-07-29,Crocin,N02BE,60,270,51,183,229,9.0
2018-07-30,Crocin,N02BE,209,780,197,353,288,26.0
2018-07-31,Crocin,N02BE,76,390,105,230,79,13.0
2018-08-01,Crocin,N02BE,78,420,90,188,30,14.0
2018-08-02,Crocin,N02BE,62,330,77,57,47,11.0
2018-08-03,Crocin,N02BE,154,630,98,331,247,21.0
2018-08-04,Crocin,N02BE,61,240,73,123,95,8.0
2018-08-05,Crocin,N02BE,79,390,108,261,192,13.0
2018-08-06,Crocin,N02BE,164,641,198,226,142,21.388
2018-08-07,Crocin,N02BE,93,450,131,196,237,15.0
2018-08-08,Crocin,N02BE,78,300,80,91,302,10.0
2018-08-09,Crocin,N02BE,181,882,219,27,160,29.4
2018-08-10,Crocin,N02BE,147,570,124,36,57,19.0
2018-08-11,Crocin,N02BE,281,1110,408,114,53,37.0
2018-08-12,Crocin,N02BE,100,480,118,11,312,16.0
2018-08-13,Crocin,N02BE,140,697,125,108,213,23.25
2018-08-14,Crocin,N02BE,78,360,74,93,313,12.0
2018-08-15,Crocin,N02BE,240,966,230,106,32,32.2
2018-08-16,Crocin,N02BE,156,822,210,177,178,27.4
2018-08-17,Crocin,N02BE,171,690,108,47,18,23.0
2018-08-18,Crocin,N02BE,243,963,316,285,184,32.1
2018-08-19,Crocin,N02BE,126,597,162,50,300,19.9
2018-08-20,Crocin,N02BE,147,642,165,317,45,21.4
2018-08-21,Crocin,N02BE,166,786,135,152,277,26.2
2018-08-22,Crocin,N02BE,150,540,201,148,60,18.0
2018-08-23,Crocin,N02BE,270,1050,137,142,244,35.0
2018-08-24,Crocin,N02BE,234,1155,172,43,297,38.5
2018-08-25,Crocin,N02BE,215,810,223,327,239,27.0
2018-08-26,Crocin,N02BE,474,1710,436,110,211,57.0
2018-08-27,Crocin,N02BE,112,480,133,244,55,16.0
2018-08-28,Crocin,N02BE,158,792,145,46,135,26.4
2018-08-29,Crocin,N02BE,161,855,225,178,276,28.5
2018-08-30,Crocin,N02BE,216,1140,229,179,221,38.0
2018-08-31,Crocin,N02BE,115,516,154,16,184,17.2
2018-09-01,Crocin,N02BE,128,570,146,120,312,19.0
2018-09-02,Crocin,N02BE,138,600,99,201,31,20.0
2018-09-03,Crocin,N02BE,185,822,235,324,272,27.4
2018-09-04,Crocin,N02BE,168,660,163,172,32,22.0
2018-09-05,Crocin,N02BE,231,840,195,104,151,28.0
2018-09-06,Crocin,N02BE,114,552,112,82,130,18.4
2018-09-07,Crocin,N02BE,262,1260,301,167,148,42.0
2018-09-08,Crocin,N02BE,216,1062,118,290,209,35.4
2018-09-09,Crocin,N02BE,313,1500,199,231,332,50.0
2018-09-10,Crocin,N02BE,339,1482,313,11,69,49.4
2018-09-11,Crocin,N02BE,412,1518,431,257,292,50.6
2018-09-12,Crocin,N02BE,272,1050,370,284,209,35.0
2018-09-13,Crocin,N02BE,142,618,176,188,236,20.6
2018-09-14,Crocin,N02BE,342,1620,218,49,275,54.0
2018-09-15,Crocin,N02BE,131,591,84,72,127,19.7
2018-09-16,Crocin,N02BE,169,727,105,238,328,24.25
2018-09-17,Crocin,N02BE,310,1332,394,311,36,44.4
2018-09-18,Crocin,N02BE,138,600,116,339,264,20.0
2018-09-19,Crocin,N02BE,218,780,260,295,283,26.0
2018-09-20,Crocin,N02BE,148,726,217,56,16,24.2
2018-09-21,Crocin,N02BE,274,993,308,219,95,33.1
2018-09-22,Crocin,N02BE,208,948,274,162,179,31.6
2018-09-23,Crocin,N02BE,327,1285,242,294,248,42.862
2018-09-24,Crocin,N02BE,365,1614,221,286,325,53.8
2018-09-25,Crocin,N02BE,332,1615,388,377,40,53.85
2018-09-26,Crocin,N02BE,332,1242,300,124,210,41.4
2018-09-27,Crocin,N02BE,122,570,143,240,314,19.0
2018-09-28,Crocin,N02BE,311,1218,332,127,331,40.6
2018-09-29,Crocin,N02BE,408,1731,256,282,120,57.7
2018-09-30,Crocin,N02BE,409,1620,508,388,191,54.0
2018-10-01,Crocin,N02BE,383,1590,248,303,61,53.0
2018-10-02,Crocin,N02BE,105,558,157,362,64,18.6
2018-10-03,Crocin,N02BE,270,1047,385,341,168,34.9
2018-10-04,Crocin,N02BE,254,960,158,121,275,32.0
2018-10-05,Crocin,N02BE,164,684,120,93,341,22.8
2018-10-06,Crocin,N02BE,463,1777,659,18,97,59.25
2018-10-07,Crocin,N02BE,343,1272,391,233,31,42.4
2018-10-08,Crocin,N02BE,250,900,344,285,216,30.0
2018-10-09,Crocin,N02BE,206,900,251,165,32,30.0
2018-10-10,Crocin,N02BE,230,1236,278,384,23,41.2
2018-10-11,Crocin,N02BE,218,930,205,392,317,31.0
2018-10-12,Crocin,N02BE,167,780,135,220,265,26.0
2018-10-13,Crocin,N02BE,244,888,165,41,245,29.6
2018-10-14,Crocin,N02BE,301,1551,161,372,180,51.7
2018-10-15,Crocin,N02BE,291,1428,364,96,95,47.6
2018-10-16,Crocin,N02BE,172,819,198,36,342,27.3
2018-10-17,Crocin,N02BE,413,1566,527,362,277,52.2
2018-10-18,Crocin,N02BE,95,420,134,217,124,14.0
2018-10-19,Crocin,N02BE,65,318,50,216,125,10.6
2018-10-20,Crocin,N02BE,269,990,374,24,254,33.0
2018-10-21,Crocin,N02BE,341,1689,277,334,94,56.3
2018-10-22,Crocin,N02BE,120,564,172,270,33,18.8
2018-10-23,Crocin,N02BE,292,1344,338,134,248,44.8
2018-10-24,Crocin,N02BE,212,1116,230,359,345,37.2
2018-10-25,Crocin,N02BE,378,1566,265,205,346,52.2
2018-10-26,Crocin,N02BE,290,1320,346,21,108,44.0
2018-10-27,Crocin,N02BE,353,1499,180,210,174,49.975
2018-10-28,Crocin,N02BE,310,1612,247,101,140,53.75
2018-10-29,Crocin,N02BE,270,983,218,228,350,32.8
2018-10-30,Crocin,N02BE,106,546,143,398,26,18.2
2018-10-31,Crocin,N02BE,279,1023,261,148,145,34.1
2018-11-01,Crocin,N02BE,205,750,175,214,331,25.0
2018-11-02,Crocin,N02BE,268,978,390,297,272,32.6
2018-11-03,Crocin,N02BE,333,1362,327,347,51,45.4
2018-11-04,Crocin,N02BE,407,1560,383,67,248,52.0
2018-11-05,Crocin,N02BE,196,870,219,153,349,29.0
2018-11-06,Crocin,N02BE,218,1131,314,138,87,37.7
2018-11-07,Crocin,N02BE,293,1167,155,325,131,38.9
2018-11-08,Crocin,N02BE,237,1140,340,169,81,38.0
2018-11-09,Crocin,N02BE,302,1290,225,157,319,43.0
2018-11-10,Crocin,N02BE,267,1068,172,38,148,35.6
2018-11-11,Crocin,N02BE,246,1009,231,123,299,33.65
2018-11-12,Crocin,N02BE,279,1050,221,359,242,35.0
2018-11-13,Crocin,N02BE,184,891,136,181,222,29.7
2018-11-14,Crocin,N02BE,171,852,255,377,203,28.4
2018-11-15,Crocin,N02BE,369,1488,320,191,86,49.6
2018-11-16,Crocin,N02BE,150,645,101,110,208,21.5
2018-11-17,Crocin,N02BE,295,1170,403,307,70,39.0
2018-11-18,Crocin,N02BE,243,987,320,306,206,32.9
2018-11-19,Crocin,N02BE,375,1416,197,300,159,47.2
2018-11-20,Crocin,N02BE,203,945,129,43,302,31.5
2018-11-21,Crocin,N02BE,140,660,161,272,117,22.0
2018-11-22,Crocin,N02BE,174,672,119,83,209,22.4
2018-11-23,Crocin,N02BE,188,888,140,309,325,29.6
2018-11-24,Crocin,N02BE,243,876,237,23,202,29.2
2018-11-25,Crocin,N02BE,123,573,170,344,284,19.1
2018-11-26,Crocin,N02BE,264,1089,241,330,196,36.3
2018-11-27,Crocin,N02BE,239,1245,152,272,156,41.5
2018-11-28,Crocin,N02BE,196,732,109,260,258,24.4
2018-11-29,Crocin,N02BE,128,678,125,124,325,22.6
2018-11-30,Crocin,N02BE,185,672,159,22,190,22.4
2018-12-01,Crocin,N02BE,307,1230,169,369,207,41.0
2018-12-02,Crocin,N02BE,529,1971,653,160,46,65.7
2018-12-03,Crocin,N02BE,347,1320,454,366,109,44.0
2018-12-04,Crocin,N02BE,256,966,223,251,226,32.2
2018-12-05,Crocin,N02BE,325,1239,378,201,202,41.3
2018-12-06,Crocin,N02BE,1,0,0,204,26,0.0
2018-12-07,Crocin,N02BE,337,1422,239,329,252,47.4
2018-12-08,Crocin,N02BE,1,0,0,111,300,0.0
2018-12-09,Crocin,N02BE,342,1731,318,289,174,57.7
2018-12-10,Crocin,N02BE,155,714,153,355,232,23.8
2018-12-11,Crocin,N02BE,163,840,230,231,123,28.0
2018-12-12,Crocin,N02BE,284,1128,237,266,323,37.6
2018-12-13,Crocin,N02BE,388,1425,352,185,197,47.5
2018-12-14,Crocin,N02BE,152,702,96,381,158,23.4
2018-12-15,Crocin,N02BE,473,1872,303,244,311,62.4
2018-12-16,Crocin,N02BE,208,810,222,368,206,27.0
2018-12-17,Crocin,N02BE,357,1590,281,341,122,53.0
2018-12-18,Crocin,N02BE,280,1035,235,189,263,34.5
2018-12-19,Crocin,N02BE,1,0,1,260,269,0.0
2018-12-20,Crocin,N02BE,196,810,264,96,344,27.0
2018-12-21,Crocin,N02BE,221,1050,279,398,23,35.0
2018-12-22,Crocin,N02BE,279,1302,369,217,41,43.4
2018-12-23,Crocin,N02BE,297,1431,422,38,194,47.7
2018-12-24,Crocin,N02BE,188,960,121,14,168,32.0
2018-12-25,Crocin,N02BE,321,1278,215,178,315,42.6
2018-12-26,Crocin,N02BE,406,1500,305,385,73,50.0
2018-12-27,Crocin,N02BE,313,1218,192,242,122,40.6
2018-12-28,Crocin,N02BE,465,1692,309,67,203,56.4
2018-12-29,Crocin,N02BE,507,2050,451,136,120,68.35
2018-12-30,Crocin,N02BE,395,1797,228,98,62,59.9
